50cut	0.113402061856	0.94387755102
99comp	0.154639175258	0.923469387755
2.0cont	0.113402061856	0.94387755102
50cut	0.257731958763	0.872448979592
99comp	0.164948453608	0.918367346939
2.0cont	0.164948453608	0.918367346939
50cut	0.278350515464	0.862244897959
99comp	0.360824742268	0.821428571429
2.0cont	0.371134020619	0.816326530612
50cut	0.154639175258	0.923469387755
99comp	0.257731958763	0.872448979592
2.0cont	0.185567010309	0.908163265306
50cut	0.226804123711	0.887755102041
99comp	0.257731958763	0.872448979592
2.0cont	0.298969072165	0.852040816327
50cut	0.412371134021	0.795918367347
99comp	0.340206185567	0.831632653061
2.0cont	0.360824742268	0.821428571429
50cut	0.233160621762	0.882653061224
99comp	0.274611398964	0.862244897959
2.0cont	0.150259067358	0.923469387755
50cut	0.288659793814	0.857142857143
99comp	0.257731958763	0.872448979592
2.0cont	0.20618556701	0.897959183673
50cut	0.185567010309	0.908163265306
99comp	0.257731958763	0.872448979592
2.0cont	0.226804123711	0.887755102041
50cut	0.20618556701	0.897959183673
99comp	0.257731958763	0.872448979592
2.0cont	0.288659793814	0.857142857143
