50cut	0.0515463917526	0.974489795918
50cut	0.113402061856	0.94387755102
50cut	0.123711340206	0.938775510204
50cut	0.0309278350515	0.984693877551
50cut	0.123711340206	0.938775510204
50cut	0.144329896907	0.928571428571
50cut	0.237113402062	0.882653061224
50cut	0.154639175258	0.923469387755
50cut	0.0927835051546	0.954081632653
50cut	0.134020618557	0.933673469388
99comp	0.123711340206	0.938775510204
99comp	0.216494845361	0.892857142857
99comp	0.216494845361	0.892857142857
99comp	0.175257731959	0.913265306122
99comp	0.19587628866	0.90306122449
99comp	0.309278350515	0.84693877551
99comp	0.309278350515	0.84693877551
99comp	0.319587628866	0.841836734694
99comp	0.20618556701	0.897959183673
99comp	0.268041237113	0.867346938776
2.0cont	0.329896907216	0.836734693878
2.0cont	0.430051813472	0.789743589744
2.0cont	0.340206185567	0.831632653061
2.0cont	0.288659793814	0.857142857143
2.0cont	0.442105263158	0.791666666667
2.0cont	0.453608247423	0.775510204082
2.0cont	0.450777202073	0.779487179487
2.0cont	0.536842105263	0.744791666667
2.0cont	0.412371134021	0.795918367347
2.0cont	0.40206185567	0.801020408163
