207	99.25	0.37
93	99.63	0
594	79.04	2.73
97	99.25	0
53	99.62	0
275	97.75	0.74
525	86.39	3.71
91	99.62	0.38
94	99.62	0.94
56	97.24	1.51
102	98.87	0.5
103	94.72	0.44
369	69.43	3.18
83	88.3	0.19
102	84.64	0.37
222	95.32	3.04
57	99.25	0
117	95.13	0
114	93.89	0
158	95.49	1.89
405	62.87	0.12
305	93.03	2.76
398	58.42	0.97
74	56.03	0
73	58.62	0
211	96.07	1.31
94	99.63	0
422	70.42	1.75
100	99.25	0
44	99.62	0
251	97.75	0.74
103	98.63	0.75
391	67.02	1.87
166	97.75	2.44
85	97.75	0.75
216	78.06	3.21
44	99.25	0
309	79.99	0.12
98	88.95	0.47
428	72.34	1.08
259	97.74	0
116	99.62	0
151	99.62	0
165	99.62	0
110	99.37	0
273	95.61	0
57	99.62	0.19
224	98.18	0
376	80.62	0.38
176	98.68	0.38
154	99.62	0.44
143	99.62	0.44
342	88.19	0.44
131	98.62	0.38
211	97.92	1.51
204	99.25	0.82
312	93.53	0.57
327	91.32	0.38
128	98.87	0.5
115	92.7	0.37
353	93.85	1.94
102	98.88	0.75
847	83.19	1.26
109	99.25	0
89	97.36	0
430	97.38	0.94
711	75.07	1
245	82.54	2.36
139	99.43	0.94
351	96.82	3.37
141	76.98	0.57
100	97.68	0
319	96.77	3.12
587	51.51	0.06
38	97.75	0
560	82.74	0.97
238	83.16	0.84
661	68.52	1.58
729	66.08	1.4
139	94.68	0.59
546	71.65	2.7
218	83.36	1.98
13	60.34	0
384	88.73	0.87
574	75.94	2.27
92	99.25	0.47
18	58.11	0.38
416	92.13	3.12
87	99.62	0.38
681	72.76	2.25
565	77.41	0.37
155	98.21	0.69
90	98.88	0.06
60	99.43	0
105	99.25	0.37
279	99.44	0.56
35	99.62	0
556	62.87	0.88
172	98.78	0.75
50	60.34	0
209	93.08	1.31
289	90.73	2.18
331	92.13	0.56
210	98.18	0.37
168	99.63	3.31
152	99.19	2.81
146	98.88	0.12
142	98.5	0.19
135	99.25	0.37
135	99.25	0
120	98.69	1.5
140	98.13	0
138	99.63	0
141	99.61	2.43
142	99.25	2.81
78	99.62	0.75
99	99.63	0
61	99.62	0.75
72	71.54	0
140	98.69	1.62
133	98.69	1.87
135	96.63	1.69
149	99.25	0.37
134	98.88	0.47
146	99.63	0
122	98.5	0
138	99.25	0
140	99.63	3.18
155	99.63	0
163	99.63	4.31
144	99.63	3.5
138	98.5	1.87
422	96.73	3.72
144	99.63	0
487	77.24	2.88
145	99.63	0.05
164	99.1	0.56
274	98.6	4.43
454	70.97	0.62
242	97.81	1.97
467	63.28	0
123	99.25	0
136	99.63	0
472	71	1.69
521	73.95	2.22
128	97.38	0
132	99.63	0
453	87.38	1.75
452	60.4	1.53
134	99.63	0
174	99.63	0
415	80.64	0.95
146	98.17	0
473	70.11	1.06
282	97.7	4.62
447	60.92	1.12
486	69.21	0.78
467	78.13	2.15
487	75.85	1.01
252	96.69	2.78
236	97.77	2.18
294	98.85	2.61
128	99.63	0
434	59.45	1.44
464	77.17	1.87
125	94.38	0
506	74.07	3.14
451	87.79	1.29
428	65.6	0.87
145	99.25	0
160	99.63	0
130	99.63	0
162	99.63	0
127	99.63	0
128	99.63	0
457	91.32	0.45
465	88.27	1.81
454	83.77	1.5
142	96.63	0
491	76.64	1.57
164	99.63	0
131	97.75	0
475	72.05	0.5
446	90.46	1.14
166	99.63	0
121	99.63	0
431	52.74	0
158	99.63	0
467	87.86	1.25
125	99.63	0
474	74.64	0.75
150	99.63	0
153	99.63	0
167	99.63	0
159	99.63	0
431	64.47	0.94
456	88.53	1.66
147	99.63	0.19
153	99.06	0
131	99.63	0
127	99.63	0
159	99.25	0
466	65.85	0.44
139	99.25	0
122	97.75	0
125	97.94	0
130	99.63	0
57	99.25	0
354	61.13	0
373	57.92	0
136	99.63	0
81	99.62	0
64	98.68	0
103	99.25	0
93	99.31	0.5
95	99.25	0
64	94.79	0
52	99.62	0.47
44	99.63	0
76	97	0.19
83	98.87	0.19
177	95.85	0
114	98.93	1.78
73	98.49	0.75
66	99.62	0.38
59	99.62	0
239	97	0
271	94.64	1.71
293	92.46	2.58
82	99.32	0.5
101	99.25	0
94	98.57	1.06
65	98.87	0
48	86.7	0.11
214	77.93	1.72
30	81.15	0
274	90.03	1.2
108	87.64	0
213	91.01	0.37
200	91.76	0.7
438	55.86	0
401	86.14	0.59
113	91.41	0
139	98.75	0
127	97	0.37
239	95.05	0.5
336	96.49	2.08
334	92.87	2.31
53	99.19	0
297	94.63	0.87
396	63.78	0.99
123	99.44	0
37	99.62	0.38
60	87.92	0.38
55	97.74	0.38
60	97.43	0.38
119	97.45	0.56
145	95.39	0.78
48	98.75	0
36	96.23	0
46	98.75	0
38	85.28	0
48	98.75	0.38
433	86.74	1.36
405	89.49	1.3
196	97.92	0.38
132	96.32	0
36	99.25	0
24	58.62	0
153	99.63	0
126	99.63	0
141	93.51	0
245	93.94	0.37
53	94	0
23	83.15	0
146	94.23	0
187	90.51	0.47
326	88.08	0.52
80	99.25	0.39
78	98.88	0
674	59.73	1.53
514	86.21	0.96
120	99.25	0
107	96.63	0.19
115	98.88	0
508	97.8	3.52
623	87.08	3.59
59	99.63	0.19
712	76.44	1.59
203	99.17	0
314	64.35	0.07
159	82.03	0
187	97.75	0
63	99.25	0.06
841	63.8	1.27
118	99.23	0.26
601	69.83	1.59
593	78.05	1.92
181	97.32	0.75
472	77.53	1.12
622	59.62	0
510	93.4	1
117	92.88	0.12
149	99.13	0
131	97	0.37
274	96.97	0.55
518	94.94	2.43
370	94.33	0.09
517	71.48	1.67
168	94.32	0.19
321	97.1	1.69
148	99.25	0
163	96.82	0.75
177	99.25	0
219	94.57	0.56
163	99.25	0.37
163	97.19	0.37
160	99.25	0.56
154	99.63	0.37
174	97.82	0.37
231	92.06	1.69
179	95.32	0.01
75	99.25	0
98	99.25	0.19
79	99.25	0.38
51	99.63	2.06
419	90.64	2.5
602	81.86	3.55
454	88.03	2.59
39	97.75	0
63	99.63	0
85	99.63	0.06
342	97.46	1.47
