68	58.37	0.04
500	58.78	0
859	70.14	0.87
159	97.16	0.69
90	97.74	0.83
335	95.78	0.93
860	85.06	0.58
263	98.2	0.04
554	95.57	1.11
184	96.31	0.26
28	88.5	0.04
780	71.94	1.1
309	96.76	0.2
821	91.3	0.56
342	97.97	0.57
236	95.14	1.39
63	56.41	0.5
108	98.81	0.04
75	63.79	0
189	99.09	0.26
960	53.45	0
530	93.83	0.89
201	97.76	0.33
334	95.67	1.36
74	70.79	0.79
247	62.07	0
377	66.38	0
284	69.83	0
241	96.03	0.04
34	95.54	0.35
285	98.12	1.37
48	98.51	3.22
569	93.12	0.94
75	98.15	0.24
53	98.28	0.04
40	91.22	0.04
59	79.66	0
126	71.03	0
120	68.89	1.72
50	52.07	0
17	56.7	0
148	58.97	0
134	66.88	0
137	69.31	3.45
125	64.81	0
52	98.64	0.19
63	96.65	0.19
402	94.61	1.31
431	56.38	0
371	59.64	0
747	86.91	0.88
659	93.17	2.29
36	94.35	0.33
768	53.9	0.47
964	72.81	0.81
886	84.32	1.46
655	89.96	1.06
805	76.33	1.09
23	87.35	0.61
22	68.54	0.33
860	83.64	2.43
892	86.95	2.4
30	98.81	0.07
202	96.69	0.63
915	83.94	1.81
247	93.6	1.35
643	91.87	1.32
708	86.53	1.91
332	96.98	0.48
598	73.28	3.45
200	62.41	0
132	63.85	0.61
660	90.9	0.77
904	81.28	2.81
411	94.73	0.55
110	55.18	0.47
794	69.83	1.25
810	63.95	1.72
566	94.14	2.71
216	93.67	1.19
1026	83.9	2.8
28	76.72	0.04
866	52.59	0
391	96.21	2.16
26	82.47	0.83
72	97.92	0.21
19	62.91	0.24
628	57.05	0
155	98.14	0.14
77	94.93	1.13
31	63.79	0
803	87.79	2.54
480	64.66	1.72
260	96.62	0.75
246	98.66	0.4
21	82.44	0.04
89	98.51	0.04
164	98.74	0.55
25	96.39	0.41
630	93.8	2.26
62	99.7	0.68
708	89.86	2.01
263	98.81	1.01
203	61.55	1.72
226	58.26	0
32	58.56	0.72
47	60.09	0.36
210	64.29	1.72
42	61.17	0.25
498	94.6	1.84
525	76.9	3.45
44	99.01	0.04
603	95.14	2.42
505	74.14	3.45
535	96.68	2.02
539	96.06	1.44
515	80.33	3.45
506	95.71	1.5
546	94.43	1.47
515	95.84	1.72
498	97.17	2.2
26	71.63	0.04
28	86.21	0.04
22	61.51	0.04
532	95.27	1
544	95.15	1.98
27	57.74	0.04
27	63.1	0.04
23	62.8	0.04
22	56.78	0
26	72.32	0.04
553	95.08	1.58
38	100	0.04
519	95.62	1.46
515	94.97	1.81
170	55.33	0
47	90.05	0.02
66	97.5	0.08
71	90.72	0.08
95	93.83	2.36
64	56.85	0.19
145	54.47	0
207	93.35	0.06
353	87.7	1.14
33	98.47	0.04
29	96.61	0.11
47	92.72	0.65
106	89.51	0.79
110	95.69	0.24
293	61.71	0
149	98.12	0.64
61	51.52	0
368	74.8	0
35	74.27	0.53
412	94.76	1.04
162	98.19	0.22
197	70.49	0
135	97.5	0.64
188	69.31	0
225	69.31	1.72
69	94.67	0.29
196	97.15	0.9
465	64.66	0
146	97.43	0.35
65	98.42	0.14
57	58.72	0.14
45	99.4	0.33
82	99.03	0.48
120	97.59	0.41
279	96.13	0.98
134	55.64	0
55	64.88	0.06
734	78.72	1.08
104	50.86	0
327	56.9	0
191	72.92	0
53	99.4	0.12
97	72.41	0
88	99.38	0.57
34	96.13	0.14
81	96.34	0.23
53	77.95	1.75
74	63.95	0.45
179	97.54	0.41
53	98.51	0.1
71	99.4	0.09
46	98.81	0.05
200	96.34	1.46
57	100	0.43
66	96.82	0.04
86	97.62	0.63
136	98.69	0.19
298	96.82	1.45
351	93.78	1.95
321	92.6	0.97
349	96.81	1.87
216	61.36	0
49	98.81	0.2
42	91.07	0.4
44	85.64	0.04
201	98.89	1.67
24	60.24	0.04
151	60.82	0.86
219	77.07	1.72
108	96.78	0.75
71	87.46	3.01
326	76.03	1.72
605	62.41	0
566	92.97	2.65
479	94.88	1.97
119	96.01	0.93
30	98.81	0.07
198	96.18	0.66
60	93.02	0.04
201	94.37	0.53
412	63.79	0
43	65.86	0
37	84.93	0
54	88.28	0.07
40	91.01	0.04
47	95.72	0.04
40	93.91	0
33	83.66	0.04
43	77.93	0
69	75.34	3.45
39	75.74	0
64	99.14	0.04
56	67.93	0
46	87.74	3.16
37	90.3	0
80	81.54	1.72
423	96.02	1.86
471	60.34	0
84	92.96	0.49
433	97.23	0.95
659	87.73	0.59
717	81.85	1.49
122	97.8	0.07
145	99.65	1.54
233	98.67	0.19
171	97.57	2.83
82	66.88	0
232	56.64	0.93
254	95	0.41
370	52.74	0
430	89.46	4.58
277	92.83	3.12
176	74.14	1.72
132	52.59	0
34	95.54	0.35
43	90.08	0.19
142	94.7	1.08
198	83.95	0.16
25	55.36	0.24
25	80.95	0.53
66	78.4	0
28	82.14	0.24
15	51.68	0.33
51	97.62	0.53
56	63.81	0.71
50	55.69	0.51
95	96.43	0.71
89	93.87	0.71
102	94.41	0.71
162	94.16	0.73
35	58.47	0.33
20	55.52	0
77	84.09	0.19
64	61.36	0
50	60.69	0
186	53.09	0
67	63.43	0
221	60.85	0
203	57.24	0
46	57.11	0.04
70	57.57	0
32	90.7	0.62
117	63.09	1.72
150	65.16	0
76	71.03	0
99	88.41	0.76
101	60.85	1.72
716	58.15	1.03
118	55.33	0
120	97.73	0.07
109	89.88	0.04
49	97.92	0.04
28	91.96	0.04
610	62.07	0
99	82.09	0.33
186	60.94	0.72
53	97.02	0.04
50	87.24	0
23	56.73	0
143	93.35	0.11
51	89.62	0
92	98.09	0.43
216	96.72	0.3
72	99.33	0.04
86	65.16	0
71	97.89	0.53
80	66.38	0
114	65	0
75	99.05	0.15
63	66.54	0
84	59.12	0
79	65.86	0
81	82.62	0.19
62	95.1	0.04
729	81.71	0.85
71	97.99	0.04
49	98.81	0.04
207	72.02	0
18	53.27	0.04
293	95.11	0.61
56	100	0.04
667	94.17	2.93
970	59.29	1.72
167	99.11	1.97
303	97.08	0.1
158	95.3	0.53
365	95.52	2.47
183	91.27	1.01
255	68.1	1.72
197	69.83	1.72
1311	64.74	0
87	100	0.39
293	60.34	0
145	96.85	4.5
287	97.94	0.96
546	89.13	1.31
549	84.71	1.15
146	99.37	0.43
157	98.97	0.32
55	100	0.91
69	99.78	0.05
229	62.23	1.72
281	98.54	0.74
549	91.16	1.53
581	91.92	1.5
199	99.64	1.69
88	99.15	0.39
362	98.72	1.86
220	68.97	3.45
122	99.92	1.28
90	55.33	0
222	99.4	0.73
324	95.9	3.29
220	72.76	0
1096	73.62	0
628	90.54	2.76
550	88	2.48
87	97.99	0.36
65	99.4	1.58
1361	59	1.2
1563	73.09	1.97
589	95.63	2.75
1247	86.87	2.18
290	96.39	0.78
493	68.45	0
612	90.86	2.44
956	60.5	0
514	93.7	2.12
709	70.67	1.72
339	96.17	1.63
670	89.07	1.97
1377	76.46	2.24
459	96.45	0.45
288	54.31	0
404	71.9	0
406	93.81	0.85
1204	85.5	3.35
373	99.85	0.65
77	100	0.33
583	99.7	3.33
163	99.11	0.95
166	99.89	0.16
99	99.69	0.92
232	96.88	1.37
156	99.89	0.18
173	98.88	0.74
340	98.28	2.82
299	93.19	1.48
67	100	0.33
201	98.21	0.22
187	98.51	0.24
100	93.36	1.61
98	98.95	1.31
59	100	0.98
278	97.82	1.06
414	98.21	3.09
329	98.66	0.73
63	100	0.98
60	98.78	0.08
77	97.84	4.7
185	91.96	1.08
53	100	0.78
53	100	0.78
256	97.7	1.22
66	100	0.24
110	99.4	0.46
86	99.4	0.39
296	94.84	0.98
406	96.89	2.24
39	100	0.04
103	99.52	1.78
54	100	0.56
168	99.7	1
272	99.4	0.51
192	100	1.26
42	100	0.04
212	96.65	3.87
1179	61.21	0
283	98.51	0.91
617	97.38	2.16
174	99.35	1.4
424	55.17	0
520	64.98	0
64	100	0.33
144	98.4	0.7
181	100	0.51
277	89.39	0.37
395	98.79	1.62
132	98.86	0.47
82	100	0.33
196	60.5	0
83	99.98	0.94
50	100	0.62
66	100	0.93
47	100	0.62
122	96.72	0.82
144	99.19	0.66
179	99.83	0.75
138	58.39	0
1330	82.64	2.89
307	64.81	0
639	97.71	4.07
313	98.86	1.91
146	98.75	1.83
75	99.97	0.46
239	58.79	0
624	90.74	4.49
462	97.15	1.59
92	67.4	0
460	97.63	0.97
765	92.47	0.94
917	87.09	1.84
124	97.85	0.07
91	94.81	0.13
154	99.65	1.54
49	99.43	0.04
170	98.9	0.86
118	96.26	0.43
167	98.75	0.68
600	91.6	1.29
75	98.81	0.04
124	65.86	0
878	89.46	1.31
118	97.98	0.4
47	63.79	0
354	97.49	0.97
426	98.24	1.97
109	98.13	0.62
361	63.95	0
68	71.55	3.45
300	96.99	1.21
83	98.71	0.87
551	93.94	1.74
55	69.31	0
29	95.24	0.47
49	84.1	0.11
575	91.8	0.72
654	92.82	2.38
1037	56.03	0
785	86.15	2.41
41	68.31	0.48
49	60.51	0.14
29	97.92	0.68
386	62.41	1.72
691	90.95	1.73
624	93.63	0.95
111	98.64	0.12
130	98.66	0.29
22	72.02	0.04
57	74.34	0.06
812	61.25	1.8
