31	95.68	0.04
63	77.59	0
88	99.07	0.78
496	95.86	2.57
63	99.37	0.11
348	95.44	0.66
54	99.01	0.08
48	98.1	0.14
221	97.93	1.77
39	61.53	0.04
113	97.84	0.33
134	99.67	0.04
470	97.67	0.98
24	51.91	0.04
239	97.9	0.93
84	96.69	0.04
183	99.12	0.1
671	90.23	1.15
65	97.91	0.78
170	96.33	0.17
390	96.76	0.35
414	96.88	1.02
913	63.14	1.25
75	99.04	0.19
45	99.63	0.04
59	99.32	0.21
105	98.04	0.12
852	57.76	0
20	75.73	0.04
769	89.82	1.64
844	66.68	2.23
59	99.67	0.53
843	88.79	1.61
758	91.39	1.88
172	97.3	0.34
235	97.8	1.77
135	99.46	0.31
712	92.39	1.82
133	99.93	0.11
119	99.46	0.17
600	94.93	2.18
482	96.83	0.62
469	97.42	1.72
47	99.97	0.04
64	98.33	0.48
59	99.82	0.4
601	94.25	2.05
111	99.37	0.04
143	81.74	0.15
99	99.32	0.23
721	87.07	1.54
38	83	0.11
827	87.5	2.44
69	99.78	0.25
29	51.91	0.25
79	95.49	0.25
38	53.52	0.01
903	71.69	3.26
339	94.35	0.47
241	99.16	0.3
635	78.12	1.71
61	99.97	0.1
824	83.46	2.28
81	99.97	0.45
57	99.01	0.04
222	98.34	0.76
228	58.62	0
496	95.82	1.05
516	94.23	1.15
58	78.77	0.1
133	99.82	0.11
47	99.97	0.09
84	99.32	0.45
39	76.88	0.04
477	97.11	0.52
68	63.79	0
751	53.07	0.38
26	52.68	0.04
102	98.69	0.09
32	79.37	0.06
25	98.18	0.04
34	99.37	0.19
590	95.9	2.1
52	99.97	0.39
42	97.25	0.19
31	99.97	0.54
128	99.67	0.38
92	99.15	0.04
817	57.64	0.54
24	58.62	0
42	83.03	0.55
426	98.13	0.77
47	74.14	0
757	57.98	1.11
117	98.81	0.29
439	96.47	1.31
717	91.14	2.61
45	95.21	0.04
137	96.59	0.5
231	98.11	0.44
137	98.21	0.11
485	96.8	0.91
56	99.97	0.17
94	100	0.63
75	99.91	0.17
112	99.15	0.47
817	82.79	1.68
45	63.79	0
58	99.79	0.22
332	97.15	1.02
426	92.96	0.97
138	98.84	0.04
269	98.2	1.2
89	99.3	1.62
98	99.62	0.41
61	63.33	0.06
31	57.99	0.04
28	74.07	0.04
844	79.84	0.85
241	98.92	0.71
16	56.19	0
28	71.99	0.17
533	95.65	2.43
28	99.97	0.17
158	97.31	0.41
122	98.99	0.24
73	98.78	0.04
151	99.27	0.24
151	99.27	0.09
869	80.79	1.69
79	87.79	0.63
87	99.97	0.43
63	99.15	0.12
224	98.83	0.7
449	94.01	1.86
840	62.91	2.04
55	99.65	0.16
45	99.97	0.09
171	99.61	0.23
32	99.37	0.04
37	97.59	0.13
27	99.57	0.04
854	73.82	1.2
65	99.37	0.09
54	99.35	0.04
111	99.04	0.41
708	92.31	2.23
48	99.29	0.11
257	98.66	0.85
876	86.21	2.51
68	99.97	0.39
118	99.54	0.4
261	98.97	0.67
341	98.35	0.69
288	96.61	0.42
110	99.32	0.54
806	91.44	2.5
26	99.37	0.04
546	91.05	0.85
77	99.32	0.15
409	96.48	0.88
115	99.07	0.06
80	99.32	0.26
159	98.07	0.81
63	99.97	0.76
194	99.47	0.74
424	95.76	1.59
212	98.03	0.04
38	58.62	0
97	99.97	0.09
64	98.78	0.04
37	52.57	0
434	98.3	1.3
134	96.38	0.04
240	97.31	4.74
912	76.5	0.79
80	99.07	0.04
503	97	1.31
609	91.26	1.38
126	99.57	0.09
46	99.37	0.04
52	68.52	0.05
542	93.57	1.58
110	97.78	0.12
258	97.92	0.47
125	96.77	0.63
167	99.44	0.39
34	75.26	0.09
574	89.71	1.51
709	71.47	0.81
63	64.14	0.04
549	94.52	2.17
360	96.89	0.32
378	96.12	0.48
585	90.59	1.43
57	98.59	0.1
721	84.78	1.42
78	62.72	0.04
137	78.93	0.36
372	95.96	1.27
544	89.45	1.92
24	60.34	0
366	96.49	1.58
616	89.5	1.25
35	99.25	0.14
634	94.59	2.2
488	97.3	1.51
865	86.55	2.51
368	96.99	0.11
617	89.77	1.81
113	99.37	0.37
614	74.83	2.59
57	98.12	0.09
43	56.9	0
546	96.44	1.89
631	92.03	2.7
122	99.36	0.18
266	70.69	0
390	94.77	3.48
33	50.3	0.04
285	97.1	0.31
521	66.38	0
646	83.05	2.35
902	80.76	1.81
606	62.07	0
290	95.55	2
193	98.01	0.52
372	56.38	0
261	93.98	0.47
259	95.26	0.42
499	96.67	1.63
281	98.36	0.47
295	94.86	1.07
135	78.46	0.33
295	98.14	0.86
269	97.51	0.54
75	98.63	0.06
277	95.06	0.87
179	98.22	0.4
62	59.38	0.06
106	83.12	0.37
535	71.19	1.72
809	63.26	0.81
262	59.49	0.39
276	97.08	0.7
416	97.42	0.97
72	61.01	0.63
850	67.44	0.87
43	61.01	0.04
53	58.33	0.04
750	62.08	0.5
521	92.13	1.46
866	72.75	1.12
165	99.22	0.63
554	89.9	0.43
614	89.69	1.49
771	86.25	0.91
147	99.24	0.31
152	55.17	0
804	75.19	0.74
434	93.87	0.52
359	97.39	0.44
496	59.28	1.72
778	73.8	1.39
111	85.26	0.14
120	98.01	0.06
306	96.95	0.33
148	65.38	0.3
41	60.63	0.1
79	99.28	0.67
34	98.95	0.08
144	97.98	0.21
685	89.96	1.82
491	95.2	0.69
652	92.79	2
182	97.79	0.65
75	58.15	0.04
399	94.51	0.6
73	99.62	0.44
106	98.34	0.14
753	81.49	1.35
51	97.18	0.1
745	84.78	1.03
198	98.79	0.76
29	56.71	0.1
88	99.17	0.1
262	95.51	0.35
485	96.62	1.45
209	98.54	0.17
358	97.82	1.92
218	99.36	0.54
37	63.88	0.1
57	79.85	0.04
158	94.75	0.26
118	63.38	0.1
41	56.94	0.04
297	98.12	0.67
386	97.51	0.8
61	99.67	0.14
318	97.4	0.2
194	99.03	0.21
796	77.79	1.43
404	96.43	0.59
