E	289	2776	556	9975	1.2038300169614097e-23	E	E
J	229	2776	346	9975	4.795767022152517e-32	J	J
C	223	2776	431	9975	3.7513303282582594e-18	C	C
H	172	2776	310	9975	7.42952337195846e-17	H	H
P	167	2776	402	9975	3.8764479294852037e-07	P	P
T	155	2776	418	9975	0.0002674852882396967	T	T
O	143	2776	305	9975	2.986569485485572e-09	O	O
S	111	2776	335	9975	0.037128673247078296	S	S
I	99	2776	269	9975	0.0038890702855654143	I	I
F	90	2776	158	9975	5.376086568202622e-10	F	F
